Nume Stație,Latitudine,Longitudine,BENZINA EVO 100 PLUS,BENZINA EVO 95,Benzina,Benzina 95,Benzina 98,Benzina Extra 99,Benzina Standard 95 / Benzina 95,Benzina +,Benzina 95,Diesel,ECO Premium 95 - temporar nu mai comercializeaza,ECTO 100,ECTO PLUS 95,ECTO Super Diesel,EURO Plus fara pb,EURO Super 98 fara pb,Efix Benzina 95,Efix Motorina 51,EfixS Benzina 98,EfixS Motorina 55,Euro L Diesel,Euroluk COR 95,G-Drive 100,GPL,GPL Auto,GPL auto,MOTORINA EVO D,MOTORINA EVO D PLUS,Motorina,Motorina EURO,Motorina EURO3,Motorina Extra,Motorina Standard,Motorina Super EURO4,Motorina superioara,Motorina +,N/A,NANO 95,NANO 98,NANO DIESEL,NANO SUPER DIESEL,OMV Diesel,OMV MaxxMotion 100 plus,OMV MaxxMotion 95,OMV MaxxMotion Diesel,Premium Diesel,Premium E Plus,Premium EURO 4 - temporar nu mai comercializeaza,TEMPO Plus 98 - temporar nu mai comercializeaza
"LUKOIL - Brasov, Sacele",45.610896,25.659033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.53,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Brasov, Rasnov",45.598356,25.464302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bihor, Lugasu de Jos",47.058461,22.363039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.22,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bacau, Targu Ocna",46.280020,26.604430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.87,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bacau, Comanesti",46.416983,26.466510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.87,8.75,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.17,N/A,N/A,N/A,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Mogosoaia",44.522453,26.006627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.87,8.24,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.17,N/A,N/A,N/A,3.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Magurele",44.350663,26.061238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.41,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Jilava",44.337128,26.100278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.62,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Glina",44.397263,26.223300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.41,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Glina",44.398280,26.222489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,8.43,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Chitila",44.515681,25.970215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,8.49,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Chiajna",44.453255,25.961344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,N/A,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.15,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arad, Varfurile",46.305000,22.526389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.58,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arad, Simand",46.438056,21.466667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.58,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arad, Pecica",46.170556,21.066667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.27,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arad, Ineu",46.421944,21.830278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.58,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arges, Maracineni",44.895912,24.873996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,8.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arges, Bradu",44.822985,24.896808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,8.28,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Alba, Teius",46.206019,23.673876,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,4.51,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Alba, Blaj",46.175002,23.900841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.38,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Alba, Aiud",46.299769,23.709846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.89,7.33,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Tunari",44.535680,26.142723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Suceava, Campulung Moldovenesc",47.516571,25.601188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.37,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Prahova, Azuga",45.448993,25.557648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.50,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Afumati",44.507130,26.221223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,5.82,7.84,N/A,N/A,N/A,N/A,N/A,N/A,7.48,7.15,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Sibiu, Selimbar",45.775282,24.174164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.08,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Prahova, Barcanesti",44.885314,26.046187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Hunedoara, Deva",45.871126,22.919214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.60,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Hunedoara, Deva",45.900321,22.888236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.45,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Giurgiu, Daia",43.976248,25.987901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.68,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Campia Turzii",46.548345,23.886602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Pantelimon",44.456260,26.236022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.71,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Pantelimon",44.447778,26.208611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Otopeni",44.538374,26.084357,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.57,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Otopeni",44.546770,26.068640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Balotesti",44.602814,26.071236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arges, Pitesti",44.865483,24.879468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,8.28,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Arges, Pitesti",44.837222,24.882500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Braila, Braila",45.254888,27.956962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,N/A,7.32,N/A,N/A,N/A,N/A,N/A,N/A,6.96,6.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GAZPROM - Sibiu, Sibiu",45.788823,24.175730,N/A,N/A,N/A,7.34,N/A,N/A,N/A,N/A,N/A,7.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.20,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.752491,23.594770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.25,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.761270,23.566757,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.36,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.782379,23.697735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.20,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.763765,23.564107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.795071,23.613666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.36,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Cluj, Cluj - Napoca",46.780311,23.595628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Harghita, Miercurea Ciuc",46.366180,25.798640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.32,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Harghita, Odorheiu Secuiesc",46.327650,25.329260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.88,7.25,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.18,N/A,N/A,N/A,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Brasov, Brasov",45.633546,25.632132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.53,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Brasov, Brasov",45.653911,25.624466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Brasov, Brasov",45.684545,25.583638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,5.69,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Brasov, Brasov",45.671769,25.642304,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.53,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Dambovita, Targoviste",44.919747,25.459091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,8.49,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.15,N/A,N/A,N/A,3.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Dambovita, Targoviste",44.912407,25.475449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,8.49,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.15,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Dambovita, Targoviste",44.931795,25.474371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.85,5.94,7.88,N/A,N/A,N/A,N/A,N/A,N/A,7.52,7.15,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Satu Mare, Satu Mare",47.775355,22.856157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Satu Mare, Satu Mare",47.777777,22.882930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.58,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Satu Mare, Satu Mare",47.784013,22.834680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,4.82,7.89,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Olt, Slatina",44.435293,24.382795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,7.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
